Date,Open,High,Low,Close,Volume,Adj Close
2016-03-31,27.20,27.584,26.96,27.584,3491700,17.00906
2016-03-30,25.536,27.184,25.536,27.008,4797200,16.65388
2016-03-29,26.752,26.928,25.152,25.488,5321100,15.7166
2016-03-28,27.20,27.776,26.704,27.04,4412200,16.67361
2016-03-25,26.944,27.136,26.736,27.04,2097600,16.67361
2016-03-24,27.36,27.488,26.736,27.04,3089300,16.67361
2016-03-23,27.472,27.568,27.296,27.456,3009300,16.93013
2016-03-22,27.456,27.60,27.184,27.44,4575500,16.92026
2016-03-21,28.80,28.96,27.36,27.92,15241300,17.21624
2016-03-18,28.128,28.448,27.648,27.968,3232900,17.24584
2016-03-17,27.424,28.144,26.656,27.792,2263200,17.13732
2016-03-16,27.088,27.616,26.72,27.184,1148100,16.7624
2016-03-15,27.68,27.76,26.912,27.088,1351800,16.70321
2016-03-14,26.672,28.176,26.656,27.76,2601600,17.11758
2016-03-11,26.688,27.04,26.40,26.624,1248100,16.41709
2016-03-10,26.432,27.456,25.984,26.88,3435900,16.57495
2016-03-09,26.944,26.992,26.304,26.416,2810800,16.28884
2016-03-08,28.16,28.16,26.88,27.68,4866700,17.06825
2016-03-07,28.784,29.20,27.696,28.208,8559200,17.39383
2016-03-04,28.192,28.192,28.192,28.192,4182300,17.38397
2016-03-03,25.60,26.00,25.44,25.632,1635200,15.8054
2016-03-02,23.696,26.16,23.696,25.84,3526800,15.93366
2016-03-01,22.752,24.464,22.608,23.84,2492800,14.7004
2016-02-29,24.40,24.496,22.24,22.608,1914600,13.94072
2016-02-26,24.48,24.912,24.048,24.352,1586600,15.01612
2016-02-25,26.688,26.688,23.856,24.24,2707600,14.94705
2016-02-24,26.24,26.704,25.52,26.496,2258600,16.33816
2016-02-23,26.08,26.40,25.888,26.336,2006900,16.2395
2016-02-22,25.664,26.40,25.664,26.016,1682200,16.04218
2016-02-19,26.08,26.08,25.344,25.664,1262200,15.82513
2016-02-18,25.824,26.24,25.488,25.888,1920400,15.96326
2016-02-17,25.968,25.968,25.296,25.824,1663400,15.92379
2016-02-16,25.856,26.24,25.712,26.064,2425100,16.07178
2016-02-15,23.664,26.08,23.376,25.504,2133800,15.72647
2016-02-12,24.048,24.048,24.048,24.048,000,14.82866
2016-02-11,24.048,24.048,24.048,24.048,000,14.82866
2016-02-10,24.048,24.048,24.048,24.048,000,14.82866
2016-02-09,24.048,24.048,24.048,24.048,000,14.82866
2016-02-08,24.048,24.048,24.048,24.048,000,14.82866
2016-02-05,24.832,25.056,23.648,24.048,1364300,14.82866
2016-02-04,24.768,25.408,24.32,24.784,1334300,15.2825
2016-02-03,24.00,24.656,23.648,24.496,1172100,15.10491
2016-02-02,23.424,24.56,23.424,24.08,1046700,14.84839
2016-02-01,23.60,24.40,23.184,23.424,1977300,14.44389
2016-01-29,22.112,24.448,21.712,23.52,2947100,14.50308
2016-01-28,24.768,24.896,22.288,22.40,3147200,13.81246
2016-01-27,24.88,25.408,23.872,24.768,2665200,15.27263
2016-01-26,26.816,27.04,24.608,24.80,2941200,15.29236
2016-01-25,26.88,27.12,26.496,27.12,2205800,16.72294
2016-01-22,26.32,27.04,25.904,26.608,1595000,16.40723
2016-01-21,25.92,27.12,25.696,26.192,3161100,16.15071
2016-01-20,26.048,26.512,25.84,26.24,1943800,16.18031
2016-01-19,25.024,26.208,24.88,26.192,2223900,16.15071
2016-01-18,24.16,25.648,24.032,25.424,2137800,15.67714
2016-01-15,26.416,26.56,24.816,25.328,2789400,15.61794
2016-01-14,25.184,26.688,23.936,26.352,3625100,16.24937
2016-01-13,25.376,26.448,25.376,25.616,4189000,15.79553
2016-01-12,24.176,26.208,24.08,25.472,3250000,15.70674
2016-01-11,25.488,25.712,24.00,24.064,2584500,14.83853
2016-01-08,25.408,26.144,24.24,25.552,2809900,15.75607
2016-01-07,27.04,27.20,24.816,24.848,460900,15.32196
2016-01-06,26.816,27.584,26.752,27.424,2399500,16.91039
2016-01-05,25.44,27.44,25.136,26.864,4202700,16.56508
2016-01-04,28.912,28.912,26.32,26.40,2538900,16.27897
2016-01-01,28.96,28.96,28.96,28.96,000,17.85754
2015-12-31,29.488,29.52,28.56,28.96,2886000,17.85754
2015-12-30,29.568,29.808,28.96,29.392,2966200,18.12392
2015-12-29,28.80,29.60,28.608,29.456,3484900,18.16338
2015-12-28,30.24,30.64,28.80,28.80,5034700,17.75888
2015-12-25,28.96,28.96,28.96,28.96,000,17.85754
2015-12-24,28.64,29.072,28.32,28.96,5301600,17.85754
2015-12-23,28.288,29.088,28.16,28.672,6544400,17.67995
2015-12-22,27.872,28.48,27.776,28.16,4137700,17.36423
2015-12-21,27.408,27.968,27.36,27.84,3969900,17.16691
2015-12-18,28.016,28.08,27.216,27.504,3987900,16.95973
2015-12-17,27.696,28.224,27.536,28.128,4511700,17.3445
2015-12-16,27.12,27.968,27.088,27.456,3877700,16.93013
2015-12-15,27.312,27.488,26.912,26.992,3225300,16.64401
2015-12-14,26.896,27.36,26.384,27.312,3404900,16.84133
2015-12-11,26.592,27.152,26.256,26.88,3449300,16.57495
2015-12-10,27.472,27.568,26.40,26.864,4320700,16.56508
2015-12-09,27.04,27.60,26.80,27.248,4736800,16.80187
2015-12-08,28.208,28.432,26.88,26.928,7295000,16.60455
2015-12-07,28.72,28.80,27.824,28.496,7272400,17.57142
2015-12-04,29.408,30.72,28.80,28.816,16359200,17.76874
2015-12-03,26.80,28.784,26.80,28.784,6788400,17.74901
2015-12-02,25.92,26.24,25.60,26.16,3741900,16.13098
2015-12-01,24.96,26.288,24.896,25.92,3856700,15.98299
2015-11-30,24.40,25.12,24.096,24.944,3250400,15.38116
2015-11-27,26.40,26.688,24.16,24.464,4300700,15.08518
2015-11-26,27.008,27.12,26.368,26.40,2972700,16.27897
2015-11-25,26.592,27.024,26.48,26.928,2572000,16.60455
2015-11-24,26.192,26.656,26.016,26.608,2969700,16.40723
2015-11-23,27.04,27.136,26.16,26.208,4052400,16.16058
2015-11-20,26.752,27.04,26.448,27.04,3034100,16.67361
2015-11-19,26.32,26.704,26.112,26.688,3130900,16.45656
2015-11-18,26.912,27.344,25.984,26.112,3699200,16.10138
2015-11-17,27.664,27.68,26.672,26.864,6451600,16.56508
2015-11-16,25.92,27.888,25.776,27.52,7992000,16.96959
2015-11-13,25.888,26.688,25.456,26.272,6313000,16.20004
2015-11-12,26.032,26.64,25.728,26.096,5717400,16.09151
2015-11-11,26.00,26.144,25.776,26.08,3903800,16.08165
2015-11-10,25.84,26.128,25.44,26.00,4932300,16.03232
2015-11-09,25.92,26.208,25.28,25.936,5856800,15.99285
2015-11-06,25.52,26.00,25.296,25.936,5641900,15.99285
2015-11-05,25.072,26.384,24.848,25.584,9953600,15.7758
2015-11-04,23.536,25.04,23.536,24.96,6234500,15.39103
2015-11-03,23.68,23.888,23.408,23.504,2778000,14.49321
2015-11-02,23.536,24.128,23.296,23.616,3118500,14.56228
2015-10-30,24.40,24.416,23.696,23.904,4474400,14.73987
2015-10-29,23.904,24.72,23.584,24.496,7505200,15.10491
2015-10-28,23.76,24.448,23.312,23.616,4931100,14.56228
2015-10-27,23.488,24.00,22.736,23.968,4294900,14.77933
2015-10-26,23.68,23.84,23.184,23.68,5121900,14.60174
2015-10-23,22.848,23.504,22.752,23.408,3869700,14.43402
2015-10-22,22.40,22.944,22.128,22.752,4610000,14.02951
2015-10-21,24.00,24.208,22.208,22.24,6252300,13.7138
2015-10-20,23.888,24.048,23.472,24.00,4149700,14.79906
2015-10-19,23.808,24.48,23.456,24.08,6192100,14.84839
2015-10-16,23.504,23.776,23.296,23.664,5292400,14.59188
2015-10-15,22.768,23.376,22.48,23.376,5874900,14.41429
2015-10-14,23.056,23.44,22.736,22.848,4023100,14.08871
2015-10-13,22.976,23.296,22.736,23.232,4222700,14.32549
2015-10-12,22.64,23.536,22.40,23.232,5714400,14.32549
2015-10-09,22.08,22.56,21.76,22.496,4196700,13.87166
2015-10-08,22.048,22.336,21.60,22.00,3745200,13.56581
2015-10-07,21.392,21.392,21.392,21.392,000,13.1909
2015-10-06,21.392,21.392,21.392,21.392,000,13.1909
2015-10-05,21.392,21.392,21.392,21.392,000,13.1909
2015-10-02,21.392,21.392,21.392,21.392,000,13.1909
2015-10-01,21.392,21.392,21.392,21.392,000,13.1909
2015-09-30,21.04,21.776,20.96,21.392,3953600,13.1909
2015-09-29,20.816,21.28,20.48,20.80,2438700,12.82585
2015-09-28,20.688,21.60,20.464,21.60,3610600,13.31916
2015-09-25,21.408,21.536,20.48,20.688,2112500,12.75679
2015-09-24,21.36,21.552,21.152,21.44,2171100,13.2205
2015-09-23,21.488,21.60,20.96,21.20,2955400,13.07251
2015-09-22,21.488,21.888,21.136,21.728,4165500,13.39808
2015-09-21,20.496,21.52,20.304,21.424,2663800,13.21063
2015-09-18,20.656,21.088,20.32,20.688,2649200,12.75679
2015-09-17,21.152,21.984,20.656,20.656,5207700,12.73706
2015-09-16,19.776,21.60,19.632,21.44,4683400,13.2205
2015-09-15,20.304,21.216,19.616,19.632,3249200,12.10563
2015-09-14,23.088,23.12,20.544,20.736,4073500,12.78639
2015-09-11,23.04,23.328,22.24,22.752,4138900,14.02951
2015-09-10,23.648,23.984,23.056,23.072,5247900,14.22683
2015-09-09,23.056,24.752,22.80,24.208,9417900,14.92732
2015-09-08,22.176,23.44,20.80,23.28,6032300,14.35509
2015-09-07,21.888,23.152,21.76,22.704,7180500,13.99991
2015-09-04,21.60,21.60,21.60,21.60,000,13.31916
2015-09-03,21.60,21.60,21.60,21.60,000,13.31916
2015-09-02,19.792,21.60,19.28,21.60,5935400,13.31916
2015-09-01,21.44,21.456,20.176,20.336,3588800,12.53974
2015-08-31,22.24,22.24,21.264,21.44,4644100,13.2205
2015-08-28,21.344,22.48,21.296,22.40,6582300,13.81246
2015-08-27,20.448,22.112,19.728,21.088,5577700,13.00344
2015-08-26,21.408,22.288,19.20,20.144,6342100,12.42135
2015-08-25,21.168,21.824,21.088,21.088,3427400,13.00344
2015-08-24,25.184,25.184,23.424,23.424,3450200,14.44389
2015-08-21,28.16,28.608,25.92,26.032,5882900,16.05205
2015-08-20,29.44,29.68,28.352,28.464,4555200,17.55169
2015-08-19,29.20,30.384,27.472,30.112,6780500,18.56789
2015-08-18,31.984,33.20,29.28,29.728,10568500,18.33111
2015-08-17,30.88,32.08,30.416,31.856,6322500,19.64329
2015-08-14,31.984,32.384,31.20,31.488,5411900,19.41637
2015-08-13,31.12,31.968,30.784,31.936,5843600,19.69262
2015-08-12,31.28,31.792,30.88,31.232,5598800,19.25851
2015-08-11,31.696,32.352,31.12,31.36,9288200,19.33744
2015-08-10,31.024,32.384,30.256,31.984,10151400,19.72222
2015-08-07,29.60,30.432,29.60,30.128,3420200,18.57776
2015-08-06,29.296,30.544,29.04,29.488,3222900,18.18312
2015-08-05,29.952,31.168,29.856,29.888,8261900,18.42977
2015-08-04,28.96,30.16,28.736,30.08,5213800,18.54816
2015-08-03,27.424,28.896,26.656,28.88,4541700,17.8082
2015-07-31,27.44,28.08,27.376,27.76,3796900,17.11758
2015-07-30,28.96,29.296,27.888,27.92,5235200,17.21624
2015-07-29,28.656,29.312,27.648,29.296,6367600,18.06472
2015-07-28,26.80,29.264,26.224,28.48,9932000,17.56155
2015-07-27,29.616,30.00,27.36,27.36,9106200,16.87093
2015-07-24,31.984,32.48,30.24,30.40,9785900,18.74548
2015-07-23,30.80,32.192,30.704,31.744,9916700,19.57423
2015-07-22,30.352,30.864,29.696,30.704,7000700,18.93293
2015-07-21,30.24,31.20,29.568,30.528,7092100,18.82441
2015-07-20,30.48,31.264,29.856,30.496,8498300,18.80467
2015-07-17,28.752,30.576,28.752,30.288,7064400,18.67642
2015-07-16,27.712,29.28,26.544,28.608,6144400,17.64048
2015-07-15,30.208,30.208,27.712,27.712,9377400,17.08798
2015-07-14,32.288,33.20,30.208,30.784,14792900,18.98226
2015-07-13,31.664,33.504,30.592,33.408,15613100,20.60029
2015-07-10,28.48,30.592,28.48,30.592,10608300,18.86387
2015-07-09,24.00,27.808,24.00,27.808,10501800,17.14718
2015-07-08,25.136,26.80,25.136,25.28,37580400,15.58835
2015-07-07,27.936,28.48,27.936,27.936,3919200,17.22611
2015-07-06,37.296,37.296,31.04,31.04,22040400,19.14012
2015-07-03,34.48,36.784,34.48,34.48,11942000,21.26132
2015-07-02,42.176,42.176,38.304,38.304,20721500,23.6193
2015-07-01,45.60,47.232,41.92,42.56,31040600,26.24367
2015-06-30,42.00,46.112,40.40,46.112,33628600,28.43393
2015-06-29,40.576,42.16,37.424,41.92,25615100,25.84903
2015-06-26,40.24,43.024,37.552,39.008,18453800,24.05341
2015-06-25,42.864,44.144,40.416,41.216,15046500,25.41492
2015-06-24,40.48,43.60,40.00,43.216,17652900,26.64818
2015-06-23,37.44,39.968,36.48,39.968,9922600,24.64537
2015-06-22,37.76,37.76,37.76,37.76,000,23.28386
2015-06-19,40.08,40.784,37.60,37.76,9665800,23.28386
2015-06-18,41.648,43.68,40.88,41.28,10089900,25.45439
2015-06-17,40.752,42.928,39.808,42.512,11076900,26.21407
2015-06-16,43.52,43.728,40.944,41.52,13186600,25.60238
2015-06-15,44.592,46.368,44.224,44.336,19072900,27.3388
2015-06-12,42.736,44.704,42.656,43.792,14714400,27.00336
2015-06-11,41.408,43.168,40.496,42.736,12536300,26.3522
2015-06-10,40.688,42.016,40.32,41.568,10965000,25.63198
2015-06-09,42.48,43.20,41.392,41.808,12040200,25.48398
2015-06-08,41.888,43.68,40.992,42.688,22130700,26.02039
2015-06-05,39.36,42.56,39.344,42.16,21642100,25.69855
2015-06-04,39.344,39.392,36.16,39.152,12305600,23.86503
2015-06-03,39.20,39.824,37.856,39.472,17256300,24.06008
2015-06-02,37.552,39.296,36.928,39.28,16283300,23.94305
2015-06-01,35.776,37.424,35.776,37.312,9897100,22.74346
2015-05-29,36.352,37.376,35.056,35.728,12812500,21.77793
2015-05-28,39.04,40.768,36.512,36.80,20487600,22.43137
2015-05-27,38.304,39.488,36.944,39.184,17401400,23.88453
2015-05-26,38.608,39.12,37.856,38.304,12492200,23.34813
2015-05-25,37.344,38.40,37.136,38.08,11851500,23.21159
2015-05-22,37.28,37.552,36.592,37.328,12183500,22.75321
2015-05-21,35.232,37.28,35.168,37.056,10984900,22.58741
2015-05-20,35.12,36.32,34.912,35.312,11273700,21.52436
2015-05-19,34.16,35.008,34.08,34.96,9539400,21.3098
2015-05-18,33.632,34.464,33.36,34.032,5155900,20.74414
2015-05-15,34.384,34.80,33.952,34.16,8118900,20.82216
2015-05-14,35.04,35.056,33.776,34.048,9414700,20.75389
2015-05-13,34.88,35.824,34.688,34.944,8294900,21.30005
2015-05-12,35.152,35.52,34.544,35.008,7876900,21.33906
2015-05-11,34.544,35.168,34.128,35.136,7372000,21.41708
2015-05-08,33.92,34.384,33.44,34.272,5718400,20.89043
2015-05-07,33.504,33.968,32.992,33.216,6132500,20.24675
2015-05-06,34.56,35.168,33.168,33.472,8529400,20.40279
2015-05-05,36.704,37.312,34.56,34.896,8871800,21.27079
2015-05-04,36.176,37.424,36.048,36.672,6770800,22.35335
2015-05-01,36.512,36.512,36.512,36.512,000,22.25582
2015-04-30,37.12,37.648,36.48,36.512,9112900,22.25582
2015-04-29,36.256,37.856,35.632,37.408,12055700,22.80197
2015-04-28,38.80,38.80,36.032,36.48,13478700,22.23631
2015-04-27,38.224,38.848,37.616,38.592,13532500,23.52368
2015-04-24,38.88,39.28,37.60,38.32,13556200,23.35788
2015-04-23,38.72,40.128,38.432,39.744,16268400,24.22588
2015-04-22,38.24,39.52,38.048,38.688,14607500,23.5822
2015-04-21,37.888,39.344,36.96,38.704,15680700,23.59195
2015-04-20,36.64,40.224,35.84,37.888,27898800,23.09456
2015-04-17,34.56,36.768,34.48,36.608,20677100,22.31433
2015-04-16,33.52,34.848,33.008,34.32,7807000,20.91969
2015-04-15,36.24,36.32,34.064,34.064,10932300,20.76365
2015-04-14,34.304,36.00,33.84,35.904,14377500,21.88521
2015-04-13,33.696,34.528,33.424,34.40,9652100,20.96845
2015-04-10,33.088,33.792,32.832,33.664,7778300,20.51983
2015-04-09,34.336,34.40,32.56,33.024,10214200,20.12971
2015-04-08,35.28,35.488,34.00,34.40,9863200,20.96845
2015-04-07,34.576,35.552,34.576,35.232,11552300,21.4756
2015-04-06,34.352,34.352,34.352,34.352,000,20.93919
2015-04-03,33.60,34.624,33.52,34.352,11131500,20.93919
2015-04-02,34.304,34.40,33.456,34.032,8299000,20.74414
2015-04-01,33.44,34.208,33.104,34.176,8020400,20.83192
2015-03-31,34.336,34.96,33.184,33.424,11188000,20.37353
2015-03-30,32.768,34.56,32.768,34.208,15639000,20.85142
2015-03-27,32.48,33.024,32.08,32.624,9091700,19.8859
2015-03-26,31.408,33.36,30.944,33.072,13158900,20.15897
2015-03-25,31.616,31.632,30.864,31.568,7164100,19.24221
2015-03-24,32.24,32.288,30.88,31.632,7877000,19.28122
2015-03-23,32.00,32.672,31.904,32.208,7496900,19.63232
2015-03-20,32.032,32.112,31.536,31.856,4808300,19.41776
2015-03-19,31.68,32.768,31.312,32.032,8209800,19.52504
2015-03-18,31.68,31.696,31.152,31.664,8340800,19.30073
2015-03-17,30.816,31.92,30.656,31.376,8913000,19.12518
2015-03-16,30.384,30.72,30.08,30.592,6429900,18.6473
2015-03-13,29.648,30.464,29.648,30.064,4901700,18.32545
2015-03-12,29.584,29.856,29.28,29.44,3149500,17.94509
2015-03-11,29.92,29.936,29.52,29.664,3636700,18.08163
2015-03-10,29.312,30.144,29.312,30.096,4763400,18.34496
2015-03-09,29.20,29.36,28.432,29.296,3895800,17.85732
2015-03-06,29.376,29.76,29.312,29.392,2664100,17.91584
2015-03-05,29.952,30.00,29.12,29.408,4294200,17.92559
2015-03-04,29.776,30.176,29.616,30.048,3942400,18.3157
2015-03-03,30.272,30.48,29.84,29.856,4703300,18.19867
2015-03-02,30.384,30.848,29.808,30.272,5177000,18.45224
2015-02-27,30.496,30.496,30.048,30.112,4315300,18.35471
2015-02-26,28.64,30.88,28.416,30.48,9475900,18.57902
2015-02-25,29.168,29.168,28.688,28.80,2803800,17.55498
2015-02-24,29.168,29.168,29.168,29.168,000,17.7793
2015-02-23,29.168,29.168,29.168,29.168,000,17.7793
2015-02-20,29.168,29.168,29.168,29.168,000,17.7793
2015-02-19,29.168,29.168,29.168,29.168,000,17.7793
2015-02-18,29.168,29.168,29.168,29.168,000,17.7793
2015-02-17,28.80,29.248,28.80,29.168,2992200,17.7793
2015-02-16,28.608,28.96,28.112,28.80,3574000,17.55498
2015-02-13,28.256,28.88,28.208,28.56,2937900,17.40869
2015-02-12,27.696,28.304,27.696,28.144,2622700,17.15512
2015-02-11,28.032,28.16,27.632,27.696,2101400,16.88204
2015-02-10,27.488,28.192,27.296,28.00,2686700,17.06735
2015-02-09,27.20,27.632,26.656,27.456,5840900,16.73575
2015-02-06,28.816,29.072,27.376,27.84,4310000,16.96982
2015-02-05,29.728,29.92,28.64,28.80,3797200,17.55498
2015-02-04,29.472,30.048,29.36,29.424,4278100,17.93534
2015-02-03,28.816,29.60,28.672,29.456,3003800,17.95485
2015-02-02,28.64,28.96,28.368,28.704,2642400,17.49647
2015-01-30,29.12,29.60,28.944,29.088,3154800,17.73053
2015-01-29,29.84,29.84,29.04,29.20,4270700,17.7988
2015-01-28,30.704,30.704,30.00,30.064,4168300,18.32545
2015-01-27,30.192,31.088,30.00,30.704,8142700,18.71556
2015-01-26,29.264,30.224,29.20,30.16,5939300,18.38397
2015-01-23,29.776,29.904,29.12,29.264,5702500,17.83782
2015-01-22,29.84,29.968,29.328,29.728,6565800,18.12064
2015-01-21,29.104,29.936,28.64,29.84,9249600,18.18891
2015-01-20,27.856,29.20,27.856,28.912,6052300,17.62325
2015-01-19,29.136,29.888,27.68,28.064,10534900,17.10636
2015-01-16,31.024,31.152,30.48,30.752,5409900,18.74482
2015-01-15,30.096,30.944,29.952,30.848,6022300,18.80334
2015-01-14,30.224,30.672,29.76,30.064,4941800,18.32545
2015-01-13,30.32,30.752,29.952,30.224,5635500,18.42298
2015-01-12,31.04,31.12,29.60,30.08,9614700,18.33521
2015-01-09,31.584,32.432,31.12,31.536,8708900,19.22271
2015-01-08,33.376,33.52,31.408,31.60,10261000,19.26172
2015-01-07,32.96,33.824,32.56,32.928,9115600,20.0712
2015-01-06,33.92,35.456,33.232,33.536,13066700,20.4418
2015-01-05,32.752,35.44,32.688,34.496,14866200,21.02697
2015-01-02,33.088,33.088,33.088,33.088,000,20.16873
2015-01-01,33.088,33.088,33.088,33.088,000,20.16873
2014-12-31,33.92,34.272,32.464,33.088,11626900,20.16873
2014-12-30,34.064,34.304,32.96,33.60,10813400,20.48081
2014-12-29,32.80,35.44,32.736,34.416,17507700,20.97821
2014-12-26,33.44,35.20,32.176,33.728,24897700,20.55884
2014-12-25,29.616,32.624,29.616,32.624,20786300,19.8859
2014-12-24,30.672,31.168,29.104,29.664,10211500,18.08163
2014-12-23,30.40,32.24,30.096,30.672,14079600,18.69606
2014-12-22,30.56,32.944,29.92,30.368,23522200,18.51076
2014-12-19,27.68,30.40,27.536,30.224,21883400,18.42298
2014-12-18,27.472,28.16,27.088,27.696,6438900,16.88204
2014-12-17,28.336,28.336,27.20,27.584,8344700,16.81377
2014-12-16,28.608,28.96,28.00,28.336,9566100,17.27215
2014-12-15,27.664,28.48,26.736,28.48,10525000,17.35993
2014-12-12,27.76,28.128,27.36,27.84,6693100,16.96982
2014-12-11,27.584,28.736,27.056,27.584,10421100,16.81377
2014-12-10,26.624,27.776,26.24,27.60,12158800,16.82353
2014-12-09,26.816,28.96,26.432,26.496,24902000,16.15058
2014-12-08,25.136,27.136,24.736,27.136,17609500,16.5407
2014-12-05,26.384,26.464,24.704,25.168,11367000,15.34111
2014-12-04,25.568,26.384,25.376,26.368,12835900,16.07256
2014-12-03,25.376,26.048,25.04,25.60,11947800,15.60443
2014-12-02,24.528,25.28,24.496,25.28,7323000,15.40938
2014-12-01,25.088,25.20,24.496,24.704,5968400,15.05827
2014-11-28,24.864,25.312,24.512,25.168,7262600,15.34111
2014-11-27,24.848,25.104,24.656,24.976,5422000,15.22407
2014-11-26,24.704,24.88,24.40,24.752,5173500,15.08753
2014-11-25,24.432,24.848,24.352,24.624,5183400,15.00951
2014-11-24,24.08,24.464,23.856,24.464,5450900,14.91198
2014-11-21,23.552,23.872,23.392,23.808,2344400,14.51212
2014-11-20,24.128,24.272,23.536,23.584,3834200,14.37558
2014-11-19,24.208,24.512,24.096,24.32,2642000,14.82421
2014-11-18,24.368,24.528,23.984,24.224,3145600,14.76569
2014-11-17,23.872,24.592,23.68,24.368,4564100,14.85347
2014-11-14,23.60,23.872,23.344,23.84,2850200,14.53163
2014-11-13,23.52,23.824,23.20,23.712,4318900,14.4536
2014-11-12,23.76,23.76,23.104,23.552,6259100,14.35608
2014-11-11,24.496,24.944,23.52,23.824,6146700,14.52187
2014-11-10,24.208,24.56,23.84,24.432,4781200,14.89248
2014-11-07,24.80,24.80,24.016,24.096,5724900,14.68767
2014-11-06,24.976,25.20,24.512,24.816,4612900,15.12654
2014-11-05,25.056,25.36,24.624,25.136,6865200,15.3216
2014-11-04,24.464,25.36,24.384,25.056,8405600,15.27284
2014-11-03,24.416,24.688,24.288,24.432,4075000,14.89248
2014-10-31,24.192,24.464,24.144,24.448,4095800,14.90223
2014-10-30,24.128,24.464,24.00,24.256,3541400,14.7852
2014-10-29,23.984,24.32,23.984,24.144,4370300,14.71693
2014-10-28,23.648,24.064,23.648,23.968,3174800,14.60965
2014-10-27,23.04,23.808,22.976,23.648,2470500,14.41459
2014-10-24,22.944,23.248,22.912,23.152,2505800,14.11226
2014-10-23,23.728,23.968,22.88,22.96,4349500,13.99522
2014-10-22,24.032,24.208,23.712,23.728,2693600,14.46336
2014-10-21,24.16,24.592,23.936,24.00,2641500,14.62915
2014-10-20,24.00,24.368,23.728,24.304,3138000,14.81446
2014-10-17,24.464,24.528,23.488,23.936,4560700,14.59014
2014-10-16,24.80,25.104,24.48,24.512,3335900,14.94124
2014-10-15,24.576,24.912,24.416,24.912,3936700,15.18506
2014-10-14,24.992,25.136,24.496,24.688,3209500,15.04852
2014-10-13,24.784,25.104,24.416,25.088,3882700,15.29234
2014-10-10,25.52,25.52,24.816,24.912,6030600,15.18506
2014-10-09,26.048,26.208,25.44,25.68,4957000,15.65319
2014-10-08,25.552,25.968,25.44,25.952,3802900,15.81899
2014-10-07,25.504,25.504,25.504,25.504,000,15.54591
2014-10-06,25.504,25.504,25.504,25.504,000,15.54591
2014-10-03,25.504,25.504,25.504,25.504,000,15.54591
2014-10-02,25.504,25.504,25.504,25.504,000,15.54591
2014-10-01,25.504,25.504,25.504,25.504,000,15.54591
2014-09-30,25.472,25.584,25.376,25.504,3449200,15.54591
2014-09-29,25.216,25.568,25.088,25.488,3899100,15.53616
2014-09-26,24.944,25.424,24.80,25.216,3278800,15.37036
2014-09-25,24.944,25.504,24.848,24.96,4354800,15.21432
2014-09-24,24.528,25.056,24.40,24.912,5402100,15.18506
2014-09-23,24.416,24.848,24.368,24.48,4952700,14.92174
2014-09-22,25.28,25.28,24.352,24.448,5887100,14.90223
2014-09-19,25.76,27.136,25.248,25.472,15453700,15.52641
2014-09-18,25.12,26.80,25.008,26.256,12727200,16.00429
2014-09-17,25.456,26.00,24.56,25.456,10583500,15.51666
